user_id,product_id,delivery_date,subscription_tier,returned,feedback_rating
352,229,2025-01-07,Budget,False,3.0
352,252,2025-01-07,Budget,False,5.0
352,218,2025-01-07,Budget,False,5.0
352,474,2025-01-07,Budget,False,4.0
870,258,2024-10-28,Budget,True,
870,47,2024-10-28,Budget,False,3.0
870,447,2024-10-28,Budget,False,1.0
870,434,2024-10-28,Budget,False,1.0
421,319,2024-09-28,Mid-range,False,1.0
421,124,2024-09-28,Mid-range,True,
421,456,2024-09-28,Mid-range,True,
529,39,2025-01-20,Premium,True,
529,227,2025-01-20,Premium,False,2.0
529,326,2025-01-20,Premium,False,2.0
529,398,2025-01-20,Premium,False,4.0
691,237,2024-12-10,Mid-range,True,
691,155,2024-12-10,Mid-range,False,3.0
691,58,2024-12-10,Mid-range,False,3.0
691,467,2024-12-10,Mid-range,False,5.0
691,383,2024-12-10,Mid-range,False,5.0
223,44,2025-02-28,Budget,True,
223,100,2025-02-28,Budget,True,
223,41,2025-02-28,Budget,False,3.0
223,403,2025-02-28,Budget,False,5.0
223,104,2025-02-28,Budget,False,3.0
326,404,2025-02-01,Budget,True,
326,9,2025-02-01,Budget,False,5.0
326,372,2025-02-01,Budget,False,1.0
326,218,2025-02-01,Budget,False,4.0
326,160,2025-02-01,Budget,False,4.0
330,328,2024-11-13,Budget,True,
330,333,2024-11-13,Budget,False,3.0
330,206,2024-11-13,Budget,False,1.0
330,379,2024-11-13,Budget,False,3.0
446,9,2024-12-19,Budget,False,3.0
446,16,2024-12-19,Budget,False,4.0
446,160,2024-12-19,Budget,False,5.0
446,370,2024-12-19,Budget,False,5.0
446,209,2024-12-19,Budget,False,2.0
58,188,2024-10-01,Premium,False,1.0
58,384,2024-10-01,Premium,False,5.0
58,205,2024-10-01,Premium,True,
125,166,2025-03-03,Mid-range,True,
125,123,2025-03-03,Mid-range,False,4.0
125,92,2025-03-03,Mid-range,False,2.0
516,140,2025-02-17,Mid-range,False,1.0
516,436,2025-02-17,Mid-range,True,
516,149,2025-02-17,Mid-range,False,5.0
516,58,2025-02-17,Mid-range,False,2.0
29,445,2024-12-13,Budget,True,
29,313,2024-12-13,Budget,True,
29,305,2024-12-13,Budget,True,
29,446,2024-12-13,Budget,False,3.0
649,117,2025-02-19,Premium,False,1.0
649,331,2025-02-19,Premium,False,3.0
649,353,2025-02-19,Premium,False,3.0
649,387,2025-02-19,Premium,False,1.0
649,308,2025-02-19,Premium,False,4.0
985,405,2025-03-09,Mid-range,False,3.0
985,469,2025-03-09,Mid-range,True,
985,424,2025-03-09,Mid-range,True,
985,197,2025-03-09,Mid-range,True,
521,463,2025-02-07,Budget,True,
521,283,2025-02-07,Budget,True,
521,270,2025-02-07,Budget,False,2.0
521,445,2025-02-07,Budget,False,1.0
521,45,2025-02-07,Budget,True,
34,30,2025-01-01,Premium,False,3.0
34,122,2025-01-01,Premium,False,5.0
34,113,2025-01-01,Premium,False,1.0
34,326,2025-01-01,Premium,False,1.0
34,360,2025-01-01,Premium,False,5.0
19,303,2024-09-19,Budget,False,5.0
19,352,2024-09-19,Budget,False,3.0
19,408,2024-09-19,Budget,True,
441,70,2024-12-12,Premium,False,5.0
441,314,2024-12-12,Premium,False,1.0
441,215,2024-12-12,Premium,False,1.0
357,243,2024-10-17,Budget,False,2.0
357,485,2024-10-17,Budget,True,
357,338,2024-10-17,Budget,False,3.0
84,152,2024-11-06,Mid-range,False,2.0
84,12,2024-11-06,Mid-range,False,5.0
84,388,2024-11-06,Mid-range,False,4.0
611,57,2025-02-24,Premium,False,5.0
611,184,2025-02-24,Premium,False,1.0
611,110,2025-02-24,Premium,True,
611,194,2025-02-24,Premium,True,
54,5,2024-11-28,Budget,False,1.0
54,463,2024-11-28,Budget,False,4.0
54,90,2024-11-28,Budget,False,4.0
54,66,2024-11-28,Budget,False,1.0
54,401,2024-11-28,Budget,False,1.0
980,265,2024-09-16,Budget,False,3.0
980,500,2024-09-16,Budget,False,4.0
980,142,2024-09-16,Budget,False,3.0
593,122,2024-10-23,Premium,False,1.0
593,430,2024-10-23,Premium,False,1.0
593,419,2024-10-23,Premium,False,3.0
593,222,2024-10-23,Premium,False,3.0
593,376,2024-10-23,Premium,False,4.0
650,114,2024-10-28,Mid-range,True,
650,312,2024-10-28,Mid-range,False,2.0
650,356,2024-10-28,Mid-range,True,
498,190,2025-01-05,Budget,False,1.0
498,437,2025-01-05,Budget,True,
498,485,2025-01-05,Budget,False,1.0
498,346,2025-01-05,Budget,False,1.0
498,370,2025-01-05,Budget,False,1.0
201,431,2024-12-20,Mid-range,True,
201,465,2024-12-20,Mid-range,False,4.0
201,102,2024-12-20,Mid-range,False,4.0
233,316,2025-01-01,Budget,False,5.0
233,206,2025-01-01,Budget,False,1.0
233,125,2025-01-01,Budget,False,4.0
233,31,2025-01-01,Budget,False,5.0
940,126,2024-11-01,Premium,False,2.0
940,150,2024-11-01,Premium,False,4.0
940,139,2024-11-01,Premium,False,1.0
1,138,2024-10-30,Budget,True,
1,295,2024-10-30,Budget,False,5.0
1,41,2024-10-30,Budget,False,5.0
1,255,2024-10-30,Budget,False,5.0
1,260,2024-10-30,Budget,False,4.0
192,6,2024-12-23,Budget,False,5.0
192,103,2024-12-23,Budget,False,1.0
192,49,2024-12-23,Budget,False,5.0
192,87,2024-12-23,Budget,False,1.0
192,50,2024-12-23,Budget,False,4.0
240,320,2024-11-22,Premium,False,4.0
240,409,2024-11-22,Premium,False,3.0
240,181,2024-11-22,Premium,True,
240,65,2024-11-22,Premium,False,3.0
240,395,2024-11-22,Premium,True,
36,431,2024-12-03,Mid-range,False,1.0
36,14,2024-12-03,Mid-range,False,2.0
36,467,2024-12-03,Mid-range,True,
36,356,2024-12-03,Mid-range,False,3.0
2,305,2025-02-17,Budget,False,5.0
2,47,2025-02-17,Budget,False,2.0
2,41,2025-02-17,Budget,True,
2,54,2025-02-17,Budget,True,
971,454,2024-11-20,Budget,False,4.0
971,54,2024-11-20,Budget,False,3.0
971,493,2024-11-20,Budget,False,1.0
971,142,2024-11-20,Budget,False,2.0
971,206,2024-11-20,Budget,False,5.0
393,279,2025-01-06,Mid-range,True,
393,348,2025-01-06,Mid-range,False,3.0
393,495,2025-01-06,Mid-range,True,
706,77,2025-03-07,Mid-range,False,3.0
706,15,2025-03-07,Mid-range,True,
706,12,2025-03-07,Mid-range,False,2.0
706,201,2025-03-07,Mid-range,False,4.0
706,207,2025-03-07,Mid-range,False,1.0
364,101,2025-02-17,Budget,False,3.0
364,379,2025-02-17,Budget,False,2.0
364,252,2025-02-17,Budget,False,1.0
364,301,2025-02-17,Budget,False,5.0
44,407,2024-10-26,Budget,False,2.0
44,260,2024-10-26,Budget,False,3.0
44,99,2024-10-26,Budget,True,
3,107,2024-09-25,Budget,False,1.0
3,177,2024-09-25,Budget,True,
3,10,2024-09-25,Budget,False,3.0
3,180,2024-09-25,Budget,False,4.0
894,67,2025-02-04,Budget,True,
894,120,2025-02-04,Budget,True,
894,153,2025-02-04,Budget,False,1.0
700,223,2025-03-02,Budget,False,1.0
700,438,2025-03-02,Budget,False,4.0
700,25,2025-03-02,Budget,False,2.0
917,363,2024-11-09,Premium,False,3.0
917,199,2024-11-09,Premium,False,5.0
917,240,2024-11-09,Premium,False,1.0
917,215,2024-11-09,Premium,False,3.0
917,144,2024-11-09,Premium,False,3.0
438,123,2025-01-20,Mid-range,False,4.0
438,343,2025-01-20,Mid-range,False,4.0
438,428,2025-01-20,Mid-range,False,1.0
133,468,2024-09-28,Budget,False,4.0
133,361,2024-09-28,Budget,True,
133,56,2024-09-28,Budget,True,
133,481,2024-09-28,Budget,False,2.0
133,239,2024-09-28,Budget,False,2.0
714,434,2025-01-06,Budget,False,3.0
714,236,2025-01-06,Budget,False,5.0
714,209,2025-01-06,Budget,False,2.0
714,316,2025-01-06,Budget,True,
359,381,2024-10-13,Mid-range,False,2.0
359,121,2024-10-13,Mid-range,False,3.0
359,8,2024-10-13,Mid-range,False,5.0
359,46,2024-10-13,Mid-range,False,3.0
960,303,2024-12-05,Budget,False,1.0
960,385,2024-12-05,Budget,True,
960,402,2024-12-05,Budget,False,2.0
416,358,2025-01-03,Premium,False,2.0
416,70,2025-01-03,Premium,False,4.0
416,24,2025-01-03,Premium,False,2.0
416,314,2025-01-03,Premium,True,
680,352,2024-12-19,Budget,False,4.0
680,321,2024-12-19,Budget,True,
680,103,2024-12-19,Budget,False,3.0
725,300,2025-02-05,Premium,False,3.0
725,96,2025-02-05,Premium,False,5.0
725,154,2025-02-05,Premium,True,
725,378,2025-02-05,Premium,True,
165,417,2025-02-28,Mid-range,False,3.0
165,312,2025-02-28,Mid-range,False,2.0
165,339,2025-02-28,Mid-range,False,5.0
586,333,2024-11-16,Budget,False,2.0
586,61,2024-11-16,Budget,False,3.0
586,128,2024-11-16,Budget,False,3.0
586,231,2024-11-16,Budget,True,
548,276,2024-12-28,Budget,False,2.0
548,43,2024-12-28,Budget,False,2.0
548,255,2024-12-28,Budget,False,2.0
548,103,2024-12-28,Budget,True,
819,474,2024-10-02,Budget,False,4.0
819,333,2024-10-02,Budget,False,1.0
819,446,2024-10-02,Budget,False,1.0
819,489,2024-10-02,Budget,False,2.0
87,229,2024-11-20,Budget,False,2.0
87,345,2024-11-20,Budget,False,4.0
87,454,2024-11-20,Budget,False,2.0
418,230,2024-09-21,Budget,False,1.0
418,463,2024-09-21,Budget,True,
418,368,2024-09-21,Budget,False,4.0
521,321,2024-12-31,Budget,False,4.0
521,192,2024-12-31,Budget,False,3.0
521,88,2024-12-31,Budget,True,
521,276,2024-12-31,Budget,False,2.0
852,70,2024-12-29,Premium,False,5.0
852,360,2024-12-29,Premium,False,2.0
852,64,2024-12-29,Premium,False,4.0
852,294,2024-12-29,Premium,False,2.0
852,373,2024-12-29,Premium,False,4.0
534,12,2025-01-27,Mid-range,False,4.0
534,186,2025-01-27,Mid-range,False,2.0
534,278,2025-01-27,Mid-range,False,2.0
534,219,2025-01-27,Mid-range,False,2.0
534,149,2025-01-27,Mid-range,False,4.0
670,492,2024-10-19,Premium,False,1.0
670,409,2024-10-19,Premium,False,2.0
670,70,2024-10-19,Premium,False,2.0
670,486,2024-10-19,Premium,False,4.0
387,346,2024-11-26,Budget,False,3.0
387,255,2024-11-26,Budget,False,4.0
387,426,2024-11-26,Budget,True,
387,258,2024-11-26,Budget,False,3.0
387,5,2024-11-26,Budget,False,3.0
809,451,2024-12-13,Budget,False,1.0
809,364,2024-12-13,Budget,False,1.0
809,481,2024-12-13,Budget,False,2.0
809,137,2024-12-13,Budget,False,5.0
809,276,2024-12-13,Budget,True,
255,153,2024-11-27,Budget,False,2.0
255,45,2024-11-27,Budget,True,
255,103,2024-11-27,Budget,False,1.0
3,87,2024-10-01,Budget,True,
3,88,2024-10-01,Budget,True,
3,265,2024-10-01,Budget,True,
484,1,2025-01-10,Budget,False,5.0
484,447,2025-01-10,Budget,True,
484,229,2025-01-10,Budget,False,4.0
484,111,2025-01-10,Budget,True,
583,138,2024-12-05,Budget,True,
583,344,2024-12-05,Budget,False,4.0
583,370,2024-12-05,Budget,False,2.0
583,374,2024-12-05,Budget,False,5.0
583,159,2024-12-05,Budget,False,1.0
301,21,2025-03-11,Mid-range,False,3.0
301,469,2025-03-11,Mid-range,True,
301,441,2025-03-11,Mid-range,True,
245,88,2024-09-22,Budget,False,4.0
245,9,2024-09-22,Budget,False,5.0
245,218,2024-09-22,Budget,True,
245,74,2024-09-22,Budget,True,
245,468,2024-09-22,Budget,True,
161,127,2025-02-26,Mid-range,False,2.0
161,449,2025-02-26,Mid-range,False,4.0
161,350,2025-02-26,Mid-range,False,1.0
484,51,2024-10-23,Budget,False,1.0
484,342,2024-10-23,Budget,False,2.0
484,209,2024-10-23,Budget,False,3.0
484,9,2024-10-23,Budget,False,5.0
484,287,2024-10-23,Budget,True,
568,464,2024-12-03,Mid-range,False,5.0
568,78,2024-12-03,Mid-range,False,2.0
568,63,2024-12-03,Mid-range,False,3.0
568,172,2024-12-03,Mid-range,False,3.0
568,186,2024-12-03,Mid-range,False,4.0
856,373,2024-10-24,Premium,False,3.0
856,205,2024-10-24,Premium,False,4.0
856,314,2024-10-24,Premium,True,
856,85,2024-10-24,Premium,True,
31,387,2025-02-05,Premium,False,3.0
31,53,2025-02-05,Premium,True,
31,400,2025-02-05,Premium,True,
31,4,2025-02-05,Premium,False,3.0
704,113,2024-12-03,Premium,False,3.0
704,358,2024-12-03,Premium,False,3.0
704,19,2024-12-03,Premium,False,4.0
704,150,2024-12-03,Premium,False,3.0
704,195,2024-12-03,Premium,True,
210,90,2025-01-29,Budget,False,3.0
210,271,2025-01-29,Budget,False,5.0
210,138,2025-01-29,Budget,False,5.0
210,45,2025-01-29,Budget,False,3.0
398,422,2025-02-21,Budget,False,5.0
398,134,2025-02-21,Budget,False,5.0
398,54,2025-02-21,Budget,True,
398,446,2025-02-21,Budget,True,
402,283,2024-11-23,Budget,False,5.0
402,5,2024-11-23,Budget,True,
402,25,2024-11-23,Budget,False,2.0
402,74,2024-11-23,Budget,False,1.0
93,217,2024-09-17,Mid-range,False,1.0
93,298,2024-09-17,Mid-range,False,4.0
93,477,2024-09-17,Mid-range,False,4.0
13,24,2024-09-17,Premium,False,5.0
13,98,2024-09-17,Premium,False,5.0
13,181,2024-09-17,Premium,False,5.0
90,105,2025-01-02,Mid-range,False,4.0
90,318,2025-01-02,Mid-range,False,2.0
90,469,2025-01-02,Mid-range,False,3.0
517,271,2025-01-26,Budget,False,1.0
517,47,2025-01-26,Budget,False,5.0
517,6,2025-01-26,Budget,True,
517,305,2025-01-26,Budget,True,
435,404,2025-01-22,Budget,False,4.0
435,446,2025-01-22,Budget,False,5.0
435,25,2025-01-22,Budget,False,3.0
435,241,2025-01-22,Budget,True,
435,192,2025-01-22,Budget,False,2.0
251,372,2024-12-24,Budget,False,2.0
251,446,2024-12-24,Budget,False,1.0
251,359,2024-12-24,Budget,True,
469,160,2025-03-03,Budget,False,4.0
469,474,2025-03-03,Budget,False,2.0
469,429,2025-03-03,Budget,False,1.0
469,470,2025-03-03,Budget,False,1.0
469,51,2025-03-03,Budget,False,1.0
224,472,2025-03-08,Budget,True,
224,264,2025-03-08,Budget,False,1.0
224,345,2025-03-08,Budget,False,5.0
943,130,2024-11-20,Mid-range,True,
943,304,2024-11-20,Mid-range,False,3.0
943,33,2024-11-20,Mid-range,True,
587,20,2025-01-18,Mid-range,False,5.0
587,299,2025-01-18,Mid-range,False,4.0
587,417,2025-01-18,Mid-range,True,
587,298,2025-01-18,Mid-range,False,3.0
794,144,2025-01-22,Premium,False,2.0
794,85,2025-01-22,Premium,True,
794,351,2025-01-22,Premium,False,4.0
794,462,2025-01-22,Premium,False,4.0
794,157,2025-01-22,Premium,False,5.0
978,196,2024-11-06,Premium,False,5.0
978,330,2024-11-06,Premium,False,5.0
978,432,2024-11-06,Premium,False,2.0
812,38,2024-10-05,Budget,False,3.0
812,399,2024-10-05,Budget,False,2.0
812,45,2024-10-05,Budget,False,1.0
812,9,2024-10-05,Budget,False,1.0
77,133,2024-12-01,Budget,False,1.0
77,426,2024-12-01,Budget,False,1.0
77,401,2024-12-01,Budget,False,3.0
77,359,2024-12-01,Budget,False,5.0
77,243,2024-12-01,Budget,False,3.0
589,424,2024-11-17,Mid-range,False,3.0
589,216,2024-11-17,Mid-range,True,
589,233,2024-11-17,Mid-range,False,3.0
589,488,2024-11-17,Mid-range,False,2.0
122,283,2025-02-14,Budget,False,2.0
122,379,2025-02-14,Budget,False,4.0
122,111,2025-02-14,Budget,True,
740,432,2024-12-03,Premium,False,5.0
740,210,2024-12-03,Premium,False,4.0
740,97,2024-12-03,Premium,False,2.0
740,427,2024-12-03,Premium,False,1.0
168,244,2024-10-17,Budget,True,
168,51,2024-10-17,Budget,False,4.0
168,41,2024-10-17,Budget,False,2.0
864,134,2024-11-28,Budget,False,4.0
864,264,2024-11-28,Budget,True,
864,89,2024-11-28,Budget,True,
258,12,2025-01-25,Mid-range,False,5.0
258,288,2025-01-25,Mid-range,False,1.0
258,81,2025-01-25,Mid-range,False,2.0
258,383,2025-01-25,Mid-range,False,1.0
486,93,2024-11-18,Budget,False,5.0
486,413,2024-11-18,Budget,False,2.0
486,189,2024-11-18,Budget,False,4.0
486,364,2024-11-18,Budget,False,5.0
486,445,2024-11-18,Budget,False,4.0
530,88,2024-11-29,Budget,False,1.0
530,153,2024-11-29,Budget,False,4.0
530,232,2024-11-29,Budget,False,1.0
515,446,2025-02-04,Budget,False,2.0
515,474,2025-02-04,Budget,False,2.0
515,366,2025-02-04,Budget,False,3.0
515,429,2025-02-04,Budget,False,2.0
419,278,2024-09-25,Mid-range,True,
419,182,2024-09-25,Mid-range,False,2.0
419,29,2024-09-25,Mid-range,False,2.0
119,84,2024-12-30,Budget,False,5.0
119,411,2024-12-30,Budget,False,5.0
119,265,2024-12-30,Budget,False,1.0
161,456,2025-02-22,Mid-range,False,5.0
161,389,2025-02-22,Mid-range,True,
161,277,2025-02-22,Mid-range,False,2.0
161,369,2025-02-22,Mid-range,True,
161,73,2025-02-22,Mid-range,False,1.0
122,183,2024-10-01,Budget,False,4.0
122,254,2024-10-01,Budget,True,
122,407,2024-10-01,Budget,True,
427,201,2025-03-09,Mid-range,False,3.0
427,200,2025-03-09,Mid-range,True,
427,334,2025-03-09,Mid-range,False,4.0
563,184,2024-11-25,Premium,False,5.0
563,169,2024-11-25,Premium,False,1.0
563,308,2024-11-25,Premium,False,1.0
526,411,2024-11-03,Budget,False,1.0
526,426,2024-11-03,Budget,False,3.0
526,473,2024-11-03,Budget,False,4.0
526,2,2024-11-03,Budget,True,
83,80,2024-11-28,Premium,False,4.0
83,423,2024-11-28,Premium,False,5.0
83,175,2024-11-28,Premium,False,4.0
83,310,2024-11-28,Premium,False,2.0
