user_id,product_id,interaction_type,timestamp
134,66,view,2025-02-19 15:06:10
758,363,view,2025-01-22 15:06:10
328,359,view,2025-02-07 15:06:10
145,274,view,2025-02-27 15:06:10
508,337,cart,2024-12-24 15:06:10
655,298,view,2025-01-25 15:06:10
467,392,purchase,2025-03-09 15:06:10
884,176,view,2024-12-18 15:06:10
364,23,view,2025-03-05 15:06:10
753,276,cart,2025-01-16 15:06:10
229,152,cart,2025-02-22 15:06:10
956,176,view,2024-12-31 15:06:10
877,241,view,2025-02-28 15:06:10
275,71,view,2025-01-29 15:06:10
928,367,view,2025-03-12 15:06:10
986,381,view,2024-12-23 15:06:10
732,350,view,2025-01-27 15:06:10
216,93,purchase,2025-01-10 15:06:10
541,275,view,2025-02-07 15:06:10
372,70,purchase,2025-01-27 15:06:10
255,172,view,2025-03-06 15:06:10
695,322,view,2024-12-19 15:06:10
671,500,cart,2025-01-12 15:06:10
112,308,cart,2025-02-06 15:06:10
112,87,view,2025-03-01 15:06:10
165,303,view,2025-01-02 15:06:10
238,487,purchase,2024-12-17 15:06:10
58,30,cart,2025-02-24 15:06:10
842,167,view,2025-01-02 15:06:10
519,197,cart,2025-02-24 15:06:10
397,153,view,2024-12-30 15:06:10
416,145,purchase,2024-12-25 15:06:10
633,176,view,2024-12-20 15:06:10
15,355,purchase,2025-01-10 15:06:10
392,479,view,2025-02-10 15:06:10
813,378,purchase,2024-12-22 15:06:10
13,24,view,2024-12-29 15:06:10
70,318,cart,2025-01-12 15:06:10
257,217,view,2025-02-10 15:06:10
141,161,cart,2025-02-18 15:06:10
859,260,cart,2025-02-13 15:06:10
610,405,view,2025-02-22 15:06:10
656,67,view,2025-01-15 15:06:10
1000,428,purchase,2025-01-14 15:06:10
897,353,view,2024-12-23 15:06:10
482,209,view,2025-02-01 15:06:10
684,260,view,2025-03-07 15:06:10
558,9,view,2025-02-09 15:06:10
340,388,view,2025-02-08 15:06:10
475,341,view,2025-01-09 15:06:10
153,311,cart,2025-02-21 15:06:10
188,141,view,2025-03-10 15:06:10
491,476,cart,2024-12-29 15:06:10
536,491,purchase,2025-03-01 15:06:10
637,172,view,2025-02-23 15:06:10
435,275,cart,2024-12-18 15:06:10
943,485,view,2025-01-27 15:06:10
204,477,cart,2025-01-25 15:06:10
62,58,view,2025-01-14 15:06:10
987,229,purchase,2025-03-02 15:06:10
727,290,cart,2024-12-17 15:06:10
181,25,view,2025-03-01 15:06:10
938,49,view,2025-01-26 15:06:10
904,311,view,2025-02-07 15:06:10
217,209,cart,2025-02-18 15:06:10
519,269,view,2025-01-04 15:06:10
356,90,view,2025-02-11 15:06:10
202,366,purchase,2024-12-28 15:06:10
288,91,view,2025-01-21 15:06:10
916,103,view,2025-01-14 15:06:10
205,14,cart,2024-12-18 15:06:10
466,304,view,2025-02-26 15:06:10
110,163,cart,2025-03-11 15:06:10
68,246,view,2025-01-21 15:06:10
925,352,view,2024-12-28 15:06:10
347,325,cart,2024-12-17 15:06:10
33,68,purchase,2024-12-19 15:06:10
600,428,purchase,2024-12-16 15:06:10
177,53,cart,2025-01-07 15:06:10
607,447,cart,2025-01-22 15:06:10
395,145,cart,2025-01-03 15:06:10
969,325,cart,2024-12-19 15:06:10
457,476,view,2025-01-01 15:06:10
223,276,cart,2024-12-19 15:06:10
573,412,purchase,2025-03-11 15:06:10
965,457,cart,2025-03-10 15:06:10
743,133,cart,2025-02-27 15:06:10
960,482,view,2025-03-07 15:06:10
360,6,cart,2025-01-23 15:06:10
30,22,view,2024-12-20 15:06:10
935,451,view,2025-02-27 15:06:10
346,195,view,2025-01-04 15:06:10
607,499,view,2025-03-13 15:06:10
406,62,purchase,2025-02-24 15:06:10
48,137,view,2025-03-05 15:06:10
768,407,purchase,2025-03-12 15:06:10
398,294,view,2024-12-22 15:06:10
16,127,cart,2024-12-29 15:06:10
134,259,cart,2025-01-07 15:06:10
480,351,view,2025-01-06 15:06:10
626,159,purchase,2024-12-16 15:06:10
897,428,cart,2025-02-15 15:06:10
486,432,view,2025-03-02 15:06:10
67,30,view,2025-01-07 15:06:10
647,290,cart,2025-02-03 15:06:10
864,427,cart,2025-03-11 15:06:10
942,416,view,2024-12-23 15:06:10
496,259,cart,2025-01-10 15:06:10
879,296,view,2025-01-11 15:06:10
138,436,cart,2025-01-18 15:06:10
942,331,view,2025-02-16 15:06:10
411,166,cart,2024-12-18 15:06:10
453,419,cart,2024-12-31 15:06:10
115,51,view,2025-01-30 15:06:10
780,3,purchase,2025-03-07 15:06:10
993,390,cart,2024-12-18 15:06:10
627,167,purchase,2025-02-19 15:06:10
268,116,view,2024-12-31 15:06:10
845,40,view,2024-12-23 15:06:10
903,273,view,2025-01-23 15:06:10
536,258,cart,2024-12-21 15:06:10
161,149,view,2025-01-20 15:06:10
814,45,view,2025-03-08 15:06:10
819,234,cart,2024-12-22 15:06:10
949,403,view,2025-03-03 15:06:10
714,273,cart,2025-02-21 15:06:10
530,188,view,2025-02-28 15:06:10
136,450,view,2025-01-13 15:06:10
418,292,purchase,2024-12-19 15:06:10
810,257,purchase,2025-01-19 15:06:10
687,100,view,2025-03-07 15:06:10
150,121,view,2024-12-30 15:06:10
120,72,cart,2025-02-28 15:06:10
814,123,purchase,2024-12-29 15:06:10
518,21,cart,2025-02-23 15:06:10
615,344,cart,2025-01-11 15:06:10
363,485,view,2025-02-18 15:06:10
56,190,cart,2025-01-05 15:06:10
185,10,view,2025-02-04 15:06:10
123,318,view,2025-01-28 15:06:10
833,482,purchase,2025-03-09 15:06:10
874,394,view,2025-01-15 15:06:10
661,405,view,2025-01-04 15:06:10
345,250,purchase,2025-01-01 15:06:10
529,329,view,2025-02-21 15:06:10
135,263,view,2025-02-15 15:06:10
520,457,view,2025-01-07 15:06:10
967,47,cart,2025-03-04 15:06:10
370,289,purchase,2025-02-28 15:06:10
940,302,view,2025-03-01 15:06:10
272,208,view,2024-12-15 15:06:10
806,486,view,2025-01-17 15:06:10
319,376,purchase,2024-12-14 15:06:10
59,77,view,2024-12-14 15:06:10
895,55,cart,2025-03-06 15:06:10
383,388,cart,2024-12-18 15:06:10
627,437,view,2025-01-24 15:06:10
67,275,purchase,2024-12-17 15:06:10
545,119,view,2025-02-19 15:06:10
133,327,view,2025-03-08 15:06:10
689,22,view,2024-12-28 15:06:10
516,328,cart,2025-02-11 15:06:10
933,128,purchase,2025-03-06 15:06:10
680,481,view,2025-03-09 15:06:10
668,245,view,2024-12-17 15:06:10
493,137,cart,2025-01-22 15:06:10
628,113,cart,2025-02-12 15:06:10
954,3,view,2025-01-17 15:06:10
73,10,view,2025-01-23 15:06:10
122,175,view,2025-01-16 15:06:10
38,190,view,2025-01-03 15:06:10
338,449,view,2025-01-06 15:06:10
17,383,cart,2025-01-13 15:06:10
497,296,view,2025-01-11 15:06:10
553,396,view,2025-01-19 15:06:10
345,349,view,2025-01-05 15:06:10
846,302,cart,2025-02-25 15:06:10
834,456,view,2025-03-07 15:06:10
484,16,cart,2025-02-17 15:06:10
873,4,cart,2025-01-17 15:06:10
518,129,view,2025-03-13 15:06:10
883,232,cart,2025-01-06 15:06:10
65,321,cart,2025-02-12 15:06:10
224,289,view,2025-01-19 15:06:10
366,4,view,2025-01-29 15:06:10
729,396,cart,2024-12-25 15:06:10
586,227,view,2025-01-21 15:06:10
93,460,view,2025-03-04 15:06:10
914,303,cart,2025-01-01 15:06:10
278,86,view,2025-03-05 15:06:10
917,95,cart,2025-03-08 15:06:10
760,14,cart,2025-02-18 15:06:10
969,75,purchase,2025-01-22 15:06:10
898,143,cart,2025-02-03 15:06:10
748,260,view,2025-03-08 15:06:10
185,158,view,2024-12-30 15:06:10
634,117,cart,2025-01-06 15:06:10
888,218,view,2025-02-24 15:06:10
883,147,purchase,2025-01-04 15:06:10
152,347,cart,2025-02-27 15:06:10
431,379,view,2025-01-29 15:06:10
866,411,cart,2025-02-01 15:06:10
864,324,view,2025-03-06 15:06:10
790,106,cart,2025-01-27 15:06:10
542,126,cart,2024-12-25 15:06:10
389,67,view,2024-12-30 15:06:10
5,407,purchase,2025-02-17 15:06:10
776,479,cart,2025-02-20 15:06:10
840,343,view,2025-01-05 15:06:10
320,94,cart,2024-12-17 15:06:10
594,254,view,2024-12-17 15:06:10
97,52,view,2025-01-19 15:06:10
940,353,view,2025-03-13 15:06:10
63,248,view,2025-02-03 15:06:10
19,31,purchase,2025-02-18 15:06:10
837,471,view,2025-02-09 15:06:10
255,59,view,2025-02-09 15:06:10
672,443,cart,2025-02-01 15:06:10
524,457,purchase,2025-03-03 15:06:10
97,147,view,2025-01-31 15:06:10
866,199,view,2025-03-12 15:06:10
979,422,cart,2025-03-06 15:06:10
730,222,cart,2025-02-22 15:06:10
508,404,view,2025-01-01 15:06:10
764,15,view,2025-01-10 15:06:10
1000,219,view,2025-02-07 15:06:10
341,452,view,2024-12-24 15:06:10
991,474,view,2025-02-07 15:06:10
710,353,view,2025-02-03 15:06:10
162,490,view,2025-02-27 15:06:10
262,450,view,2025-01-24 15:06:10
604,129,cart,2025-02-22 15:06:10
432,328,cart,2025-01-22 15:06:10
427,305,cart,2024-12-28 15:06:10
425,199,view,2025-03-02 15:06:10
239,360,view,2025-02-28 15:06:10
802,48,view,2025-02-07 15:06:10
119,65,view,2025-02-06 15:06:10
463,252,view,2025-01-31 15:06:10
581,403,purchase,2025-01-04 15:06:10
180,12,cart,2024-12-28 15:06:10
548,126,purchase,2024-12-22 15:06:10
819,496,view,2025-01-24 15:06:10
658,125,cart,2025-03-09 15:06:10
985,24,cart,2025-01-14 15:06:10
294,417,view,2024-12-17 15:06:10
638,267,cart,2025-01-02 15:06:10
626,21,cart,2025-03-04 15:06:10
729,431,view,2025-01-26 15:06:10
911,428,view,2025-01-11 15:06:10
902,229,cart,2025-03-10 15:06:10
791,269,view,2025-02-26 15:06:10
297,474,cart,2025-03-02 15:06:10
229,119,view,2025-02-22 15:06:10
450,36,cart,2025-02-20 15:06:10
620,189,cart,2025-01-14 15:06:10
20,164,view,2025-02-27 15:06:10
62,242,purchase,2025-03-09 15:06:10
123,440,cart,2025-02-07 15:06:10
630,455,view,2025-03-13 15:06:10
723,263,cart,2024-12-20 15:06:10
87,153,view,2025-01-12 15:06:10
797,95,view,2025-02-23 15:06:10
246,132,view,2025-02-27 15:06:10
694,192,view,2024-12-25 15:06:10
946,231,purchase,2024-12-24 15:06:10
130,292,cart,2025-01-06 15:06:10
376,414,view,2025-02-16 15:06:10
441,253,cart,2025-01-17 15:06:10
724,190,view,2025-01-17 15:06:10
567,276,purchase,2024-12-20 15:06:10
153,53,purchase,2025-01-30 15:06:10
958,487,view,2025-01-04 15:06:10
959,258,cart,2025-01-18 15:06:10
350,495,cart,2025-02-04 15:06:10
813,382,purchase,2025-02-18 15:06:10
371,158,view,2025-01-20 15:06:10
703,487,purchase,2025-02-19 15:06:10
885,336,purchase,2025-01-18 15:06:10
695,4,cart,2025-01-12 15:06:10
111,334,cart,2025-03-09 15:06:10
612,479,cart,2025-01-29 15:06:10
799,119,view,2025-01-26 15:06:10
542,55,view,2025-01-04 15:06:10
553,173,view,2024-12-24 15:06:10
670,333,view,2025-01-28 15:06:10
245,360,cart,2024-12-25 15:06:10
212,84,cart,2025-01-14 15:06:10
133,380,view,2025-02-16 15:06:10
293,269,view,2025-02-17 15:06:10
653,472,view,2025-01-01 15:06:10
956,201,cart,2025-01-12 15:06:10
980,463,view,2025-01-31 15:06:10
395,421,cart,2025-03-03 15:06:10
539,350,cart,2025-02-04 15:06:10
445,87,cart,2025-03-11 15:06:10
963,156,view,2025-02-12 15:06:10
698,182,view,2025-02-27 15:06:10
422,206,cart,2025-01-14 15:06:10
753,8,view,2025-02-23 15:06:10
288,95,view,2024-12-29 15:06:10
813,269,cart,2025-02-23 15:06:10
666,53,view,2025-03-05 15:06:10
767,476,cart,2025-01-19 15:06:10
259,243,view,2025-03-06 15:06:10
526,120,cart,2025-03-01 15:06:10
171,413,purchase,2025-01-31 15:06:10
159,447,view,2024-12-22 15:06:10
57,7,view,2025-01-25 15:06:10
592,375,cart,2025-02-09 15:06:10
504,115,view,2025-03-10 15:06:10
868,260,purchase,2025-01-22 15:06:10
657,401,purchase,2025-02-28 15:06:10
790,436,view,2025-03-11 15:06:10
216,94,view,2024-12-15 15:06:10
508,138,purchase,2025-02-02 15:06:10
246,449,view,2025-02-18 15:06:10
457,444,cart,2025-02-16 15:06:10
265,148,cart,2025-02-06 15:06:10
548,246,view,2025-02-20 15:06:10
513,69,view,2024-12-21 15:06:10
72,490,view,2025-03-01 15:06:10
84,228,view,2025-02-05 15:06:10
734,458,cart,2024-12-16 15:06:10
231,405,cart,2025-01-31 15:06:10
554,258,view,2025-01-12 15:06:10
526,113,view,2025-02-21 15:06:10
920,434,view,2025-01-09 15:06:10
320,488,view,2025-01-16 15:06:10
631,437,view,2025-02-24 15:06:10
675,396,cart,2025-03-04 15:06:10
751,308,view,2025-01-06 15:06:10
167,392,cart,2025-02-13 15:06:10
150,468,view,2025-01-30 15:06:10
945,29,view,2024-12-23 15:06:10
31,181,view,2025-02-04 15:06:10
441,357,cart,2025-03-12 15:06:10
524,35,view,2025-01-01 15:06:10
405,245,view,2025-01-12 15:06:10
163,48,cart,2025-02-27 15:06:10
493,134,view,2025-01-05 15:06:10
790,32,view,2025-02-15 15:06:10
110,271,view,2024-12-18 15:06:10
732,490,view,2025-03-05 15:06:10
34,228,cart,2025-01-11 15:06:10
813,212,view,2025-02-23 15:06:10
761,16,view,2025-03-06 15:06:10
929,74,view,2025-02-07 15:06:10
43,50,view,2025-01-14 15:06:10
796,302,view,2025-01-26 15:06:10
142,391,cart,2025-02-11 15:06:10
221,362,purchase,2025-01-22 15:06:10
285,369,cart,2024-12-14 15:06:10
204,25,cart,2025-01-04 15:06:10
516,492,purchase,2025-01-16 15:06:10
31,387,cart,2024-12-14 15:06:10
690,145,view,2025-01-07 15:06:10
344,203,view,2024-12-17 15:06:10
928,471,view,2025-02-23 15:06:10
322,60,cart,2025-02-27 15:06:10
504,85,purchase,2025-02-15 15:06:10
856,263,cart,2025-02-09 15:06:10
570,433,purchase,2025-01-31 15:06:10
350,200,view,2025-01-02 15:06:10
966,452,view,2024-12-15 15:06:10
623,353,view,2025-01-04 15:06:10
901,228,purchase,2025-01-21 15:06:10
654,122,cart,2025-03-13 15:06:10
797,420,cart,2025-01-04 15:06:10
821,224,view,2024-12-16 15:06:10
851,12,view,2025-03-07 15:06:10
657,127,view,2025-01-02 15:06:10
273,187,cart,2025-02-20 15:06:10
166,310,view,2025-01-23 15:06:10
758,234,purchase,2025-02-19 15:06:10
725,376,cart,2025-01-26 15:06:10
405,276,view,2025-02-21 15:06:10
21,257,cart,2025-01-22 15:06:10
447,270,view,2025-01-23 15:06:10
636,290,view,2025-01-24 15:06:10
518,117,cart,2025-03-07 15:06:10
865,461,purchase,2025-03-13 15:06:10
397,171,view,2025-03-11 15:06:10
826,345,cart,2025-02-25 15:06:10
685,462,view,2025-01-17 15:06:10
950,215,view,2025-02-13 15:06:10
102,123,cart,2025-01-28 15:06:10
114,343,view,2024-12-23 15:06:10
701,293,purchase,2025-03-09 15:06:10
942,207,view,2025-03-08 15:06:10
379,394,view,2025-02-19 15:06:10
657,110,view,2025-02-01 15:06:10
399,172,view,2024-12-18 15:06:10
306,52,view,2025-01-10 15:06:10
954,151,purchase,2024-12-21 15:06:10
630,365,view,2025-01-29 15:06:10
948,67,view,2024-12-26 15:06:10
786,155,view,2025-01-13 15:06:10
74,49,cart,2024-12-31 15:06:10
708,399,cart,2025-01-01 15:06:10
113,245,purchase,2025-01-20 15:06:10
159,274,view,2025-02-12 15:06:10
97,251,view,2025-03-11 15:06:10
107,63,view,2025-02-27 15:06:10
199,427,view,2024-12-23 15:06:10
503,146,view,2025-01-12 15:06:10
309,26,view,2025-02-02 15:06:10
344,116,view,2025-01-30 15:06:10
533,387,cart,2025-02-15 15:06:10
27,73,cart,2025-02-09 15:06:10
346,476,purchase,2025-02-11 15:06:10
885,449,purchase,2025-02-25 15:06:10
655,34,view,2025-03-10 15:06:10
328,98,cart,2024-12-25 15:06:10
28,201,view,2025-01-15 15:06:10
127,202,view,2025-01-07 15:06:10
88,318,cart,2024-12-30 15:06:10
311,412,purchase,2025-01-23 15:06:10
577,380,view,2025-01-21 15:06:10
394,21,cart,2024-12-17 15:06:10
718,463,view,2025-03-05 15:06:10
812,295,cart,2025-01-17 15:06:10
234,121,view,2025-01-01 15:06:10
982,180,cart,2024-12-28 15:06:10
649,138,view,2024-12-31 15:06:10
